Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TS047_RoL_RNA_655_1	(15.0, 2.0)	(16.0, 8.0)	(17.0, 111.0)	(18.0, 294.0)	(19.0, 455.0)	(20.0, 833.0)	(21.0, 1477.0)	(22.0, 2497.0)	(23.0, 4375.0)	(24.0, 6992.0)	(25.0, 10284.0)	(26.0, 13604.0)	(27.0, 16935.0)	(28.0, 21781.0)	(29.0, 26430.0)	(30.0, 34209.0)	(31.0, 43263.0)	(32.0, 57904.0)	(33.0, 73526.0)	(34.0, 100127.0)	(35.0, 136858.0)	(36.0, 208085.0)	(37.0, 345751.0)	(38.0, 1047881.0)	(39.0, 16110345.0)	(40.0, 9704384.0)			
TS047_RoL_RNA_655_2	(13.0, 15.0)	(14.0, 94.0)	(15.0, 577.0)	(16.0, 2540.0)	(17.0, 5452.0)	(18.0, 7352.0)	(19.0, 7582.0)	(20.0, 9394.0)	(21.0, 10793.0)	(22.0, 13374.0)	(23.0, 15426.0)	(24.0, 19229.0)	(25.0, 22780.0)	(26.0, 27088.0)	(27.0, 31442.0)	(28.0, 38152.0)	(29.0, 43625.0)	(30.0, 52870.0)	(31.0, 63894.0)	(32.0, 81061.0)	(33.0, 99545.0)	(34.0, 128444.0)	(35.0, 174418.0)	(36.0, 262487.0)	(37.0, 433250.0)	(38.0, 1373765.0)	(39.0, 17431806.0)	(40.0, 7611956.0)	
TS047_RoL_RNA_676_1	(15.0, 1.0)	(16.0, 10.0)	(17.0, 96.0)	(18.0, 238.0)	(19.0, 358.0)	(20.0, 596.0)	(21.0, 1060.0)	(22.0, 2003.0)	(23.0, 3690.0)	(24.0, 5833.0)	(25.0, 8508.0)	(26.0, 11270.0)	(27.0, 14049.0)	(28.0, 17962.0)	(29.0, 22527.0)	(30.0, 28366.0)	(31.0, 36355.0)	(32.0, 49183.0)	(33.0, 62622.0)	(34.0, 84353.0)	(35.0, 114515.0)	(36.0, 172752.0)	(37.0, 284473.0)	(38.0, 858042.0)	(39.0, 13883271.0)	(40.0, 9070926.0)			
TS047_RoL_RNA_676_2	(13.0, 4.0)	(14.0, 69.0)	(15.0, 442.0)	(16.0, 1891.0)	(17.0, 4070.0)	(18.0, 5298.0)	(19.0, 5734.0)	(20.0, 6905.0)	(21.0, 8240.0)	(22.0, 10139.0)	(23.0, 12074.0)	(24.0, 15460.0)	(25.0, 18145.0)	(26.0, 21855.0)	(27.0, 25843.0)	(28.0, 31799.0)	(29.0, 36954.0)	(30.0, 45530.0)	(31.0, 55344.0)	(32.0, 71166.0)	(33.0, 87535.0)	(34.0, 113877.0)	(35.0, 154042.0)	(36.0, 230050.0)	(37.0, 373185.0)	(38.0, 1138872.0)	(39.0, 15192831.0)	(40.0, 7065705.0)	
TS047_RoL_RNA_677_1	(16.0, 14.0)	(17.0, 73.0)	(18.0, 250.0)	(19.0, 405.0)	(20.0, 677.0)	(21.0, 1248.0)	(22.0, 2252.0)	(23.0, 4122.0)	(24.0, 6660.0)	(25.0, 9385.0)	(26.0, 12571.0)	(27.0, 15352.0)	(28.0, 19914.0)	(29.0, 24565.0)	(30.0, 30779.0)	(31.0, 39673.0)	(32.0, 52590.0)	(33.0, 67871.0)	(34.0, 89744.0)	(35.0, 122126.0)	(36.0, 184757.0)	(37.0, 305891.0)	(38.0, 918581.0)	(39.0, 13558165.0)	(40.0, 8477655.0)				
TS047_RoL_RNA_677_2	(13.0, 11.0)	(14.0, 67.0)	(15.0, 485.0)	(16.0, 1976.0)	(17.0, 4264.0)	(18.0, 5873.0)	(19.0, 6368.0)	(20.0, 7771.0)	(21.0, 9437.0)	(22.0, 11246.0)	(23.0, 13267.0)	(24.0, 16829.0)	(25.0, 19792.0)	(26.0, 23693.0)	(27.0, 27585.0)	(28.0, 33093.0)	(29.0, 38353.0)	(30.0, 46538.0)	(31.0, 55883.0)	(32.0, 70137.0)	(33.0, 87037.0)	(34.0, 113829.0)	(35.0, 153500.0)	(36.0, 230749.0)	(37.0, 380514.0)	(38.0, 1200035.0)	(39.0, 14924081.0)	(40.0, 6462907.0)	
TS047_RoL_RNA_678_1	(16.0, 7.0)	(17.0, 76.0)	(18.0, 216.0)	(19.0, 327.0)	(20.0, 576.0)	(21.0, 1008.0)	(22.0, 1847.0)	(23.0, 3434.0)	(24.0, 5693.0)	(25.0, 8166.0)	(26.0, 10755.0)	(27.0, 13513.0)	(28.0, 16714.0)	(29.0, 21251.0)	(30.0, 27219.0)	(31.0, 35004.0)	(32.0, 46887.0)	(33.0, 60204.0)	(34.0, 80587.0)	(35.0, 110406.0)	(36.0, 167464.0)	(37.0, 275515.0)	(38.0, 842261.0)	(39.0, 13489457.0)	(40.0, 8715900.0)				
TS047_RoL_RNA_678_2	(12.0, 1.0)	(13.0, 5.0)	(14.0, 68.0)	(15.0, 452.0)	(16.0, 2145.0)	(17.0, 4267.0)	(18.0, 5408.0)	(19.0, 5743.0)	(20.0, 7408.0)	(21.0, 8603.0)	(22.0, 10449.0)	(23.0, 12593.0)	(24.0, 15320.0)	(25.0, 18264.0)	(26.0, 21887.0)	(27.0, 25385.0)	(28.0, 31045.0)	(29.0, 35939.0)	(30.0, 43764.0)	(31.0, 52817.0)	(32.0, 67241.0)	(33.0, 82888.0)	(34.0, 106500.0)	(35.0, 144795.0)	(36.0, 217412.0)	(37.0, 355825.0)	(38.0, 1110135.0)	(39.0, 14792593.0)	(40.0, 6755535.0)
TS047_RoL_RNA_679_1	(16.0, 11.0)	(17.0, 79.0)	(18.0, 252.0)	(19.0, 312.0)	(20.0, 582.0)	(21.0, 1009.0)	(22.0, 1915.0)	(23.0, 3463.0)	(24.0, 5705.0)	(25.0, 8323.0)	(26.0, 10920.0)	(27.0, 13654.0)	(28.0, 17722.0)	(29.0, 21725.0)	(30.0, 28246.0)	(31.0, 35768.0)	(32.0, 48437.0)	(33.0, 63550.0)	(34.0, 85566.0)	(35.0, 119777.0)	(36.0, 184031.0)	(37.0, 311941.0)	(38.0, 966568.0)	(39.0, 14889397.0)	(40.0, 9216931.0)				
TS047_RoL_RNA_679_2	(13.0, 12.0)	(14.0, 81.0)	(15.0, 451.0)	(16.0, 1804.0)	(17.0, 3632.0)	(18.0, 4690.0)	(19.0, 5114.0)	(20.0, 6282.0)	(21.0, 7323.0)	(22.0, 9047.0)	(23.0, 10638.0)	(24.0, 13255.0)	(25.0, 16055.0)	(26.0, 19226.0)	(27.0, 22759.0)	(28.0, 27951.0)	(29.0, 32791.0)	(30.0, 40034.0)	(31.0, 49220.0)	(32.0, 63618.0)	(33.0, 78967.0)	(34.0, 103965.0)	(35.0, 143920.0)	(36.0, 219968.0)	(37.0, 369346.0)	(38.0, 1190584.0)	(39.0, 16239511.0)	(40.0, 7355640.0)	
TS047_RoL_RNA_683_1	(16.0, 15.0)	(17.0, 76.0)	(18.0, 261.0)	(19.0, 391.0)	(20.0, 662.0)	(21.0, 1071.0)	(22.0, 1982.0)	(23.0, 3479.0)	(24.0, 5498.0)	(25.0, 8064.0)	(26.0, 10672.0)	(27.0, 12967.0)	(28.0, 16698.0)	(29.0, 20431.0)	(30.0, 26152.0)	(31.0, 33019.0)	(32.0, 44269.0)	(33.0, 56496.0)	(34.0, 74853.0)	(35.0, 102797.0)	(36.0, 154934.0)	(37.0, 258169.0)	(38.0, 781541.0)	(39.0, 11443455.0)	(40.0, 7119235.0)				
TS047_RoL_RNA_683_2	(13.0, 4.0)	(14.0, 75.0)	(15.0, 398.0)	(16.0, 1661.0)	(17.0, 3480.0)	(18.0, 4773.0)	(19.0, 5160.0)	(20.0, 6404.0)	(21.0, 7633.0)	(22.0, 9271.0)	(23.0, 10809.0)	(24.0, 13658.0)	(25.0, 16407.0)	(26.0, 19601.0)	(27.0, 23120.0)	(28.0, 27841.0)	(29.0, 32500.0)	(30.0, 39384.0)	(31.0, 47944.0)	(32.0, 60906.0)	(33.0, 75691.0)	(34.0, 98026.0)	(35.0, 133612.0)	(36.0, 201969.0)	(37.0, 335111.0)	(38.0, 1038377.0)	(39.0, 12480124.0)	(40.0, 5483248.0)	
TS047_RoL_RNA_707_1	(16.0, 10.0)	(17.0, 132.0)	(18.0, 290.0)	(19.0, 452.0)	(20.0, 712.0)	(21.0, 1247.0)	(22.0, 2346.0)	(23.0, 4123.0)	(24.0, 6785.0)	(25.0, 9519.0)	(26.0, 12904.0)	(27.0, 15844.0)	(28.0, 19965.0)	(29.0, 24413.0)	(30.0, 31699.0)	(31.0, 40687.0)	(32.0, 54439.0)	(33.0, 69617.0)	(34.0, 93489.0)	(35.0, 129406.0)	(36.0, 198723.0)	(37.0, 335103.0)	(38.0, 1035394.0)	(39.0, 15286384.0)	(40.0, 9132430.0)				
TS047_RoL_RNA_707_2	(12.0, 1.0)	(13.0, 8.0)	(14.0, 79.0)	(15.0, 527.0)	(16.0, 2299.0)	(17.0, 4578.0)	(18.0, 5900.0)	(19.0, 6390.0)	(20.0, 7935.0)	(21.0, 9376.0)	(22.0, 11241.0)	(23.0, 13169.0)	(24.0, 16290.0)	(25.0, 19029.0)	(26.0, 23175.0)	(27.0, 26868.0)	(28.0, 32312.0)	(29.0, 38146.0)	(30.0, 45882.0)	(31.0, 55881.0)	(32.0, 71510.0)	(33.0, 88619.0)	(34.0, 116592.0)	(35.0, 157685.0)	(36.0, 237238.0)	(37.0, 389165.0)	(38.0, 1207649.0)	(39.0, 16166893.0)	(40.0, 7751676.0)
TS047_RoL_RNA_708_1	(15.0, 2.0)	(16.0, 25.0)	(17.0, 151.0)	(18.0, 449.0)	(19.0, 660.0)	(20.0, 945.0)	(21.0, 1622.0)	(22.0, 2887.0)	(23.0, 5280.0)	(24.0, 8518.0)	(25.0, 12092.0)	(26.0, 16244.0)	(27.0, 19866.0)	(28.0, 25581.0)	(29.0, 31134.0)	(30.0, 39962.0)	(31.0, 51720.0)	(32.0, 68926.0)	(33.0, 88150.0)	(34.0, 118887.0)	(35.0, 163166.0)	(36.0, 248306.0)	(37.0, 416801.0)	(38.0, 1288738.0)	(39.0, 19377387.0)	(40.0, 11718307.0)			
TS047_RoL_RNA_708_2	(12.0, 1.0)	(13.0, 11.0)	(14.0, 104.0)	(15.0, 748.0)	(16.0, 3206.0)	(17.0, 6593.0)	(18.0, 8603.0)	(19.0, 9321.0)	(20.0, 11108.0)	(21.0, 13228.0)	(22.0, 15957.0)	(23.0, 18517.0)	(24.0, 23073.0)	(25.0, 27302.0)	(26.0, 32500.0)	(27.0, 37642.0)	(28.0, 45976.0)	(29.0, 52752.0)	(30.0, 63736.0)	(31.0, 76258.0)	(32.0, 97143.0)	(33.0, 118608.0)	(34.0, 154923.0)	(35.0, 208678.0)	(36.0, 312090.0)	(37.0, 505519.0)	(38.0, 1571343.0)	(39.0, 20754226.0)	(40.0, 9536640.0)
TS047_RoL_RNA_710_1	(16.0, 12.0)	(17.0, 115.0)	(18.0, 301.0)	(19.0, 445.0)	(20.0, 793.0)	(21.0, 1420.0)	(22.0, 2576.0)	(23.0, 4329.0)	(24.0, 7190.0)	(25.0, 10325.0)	(26.0, 13471.0)	(27.0, 16735.0)	(28.0, 21500.0)	(29.0, 25930.0)	(30.0, 33273.0)	(31.0, 41921.0)	(32.0, 55571.0)	(33.0, 70972.0)	(34.0, 95275.0)	(35.0, 129241.0)	(36.0, 194173.0)	(37.0, 319098.0)	(38.0, 944421.0)	(39.0, 14774819.0)	(40.0, 9712890.0)				
TS047_RoL_RNA_710_2	(13.0, 12.0)	(14.0, 69.0)	(15.0, 529.0)	(16.0, 2399.0)	(17.0, 4906.0)	(18.0, 6769.0)	(19.0, 7323.0)	(20.0, 8852.0)	(21.0, 10342.0)	(22.0, 12845.0)	(23.0, 15088.0)	(24.0, 18435.0)	(25.0, 22028.0)	(26.0, 26315.0)	(27.0, 30474.0)	(28.0, 36782.0)	(29.0, 42734.0)	(30.0, 51411.0)	(31.0, 61899.0)	(32.0, 78530.0)	(33.0, 95991.0)	(34.0, 124796.0)	(35.0, 169241.0)	(36.0, 253090.0)	(37.0, 414586.0)	(38.0, 1276914.0)	(39.0, 16321781.0)	(40.0, 7382655.0)	
TS047_RoL_RNA_79_1	(16.0, 21.0)	(17.0, 101.0)	(18.0, 262.0)	(19.0, 401.0)	(20.0, 668.0)	(21.0, 1228.0)	(22.0, 2313.0)	(23.0, 4075.0)	(24.0, 6484.0)	(25.0, 9422.0)	(26.0, 12457.0)	(27.0, 15732.0)	(28.0, 19939.0)	(29.0, 24279.0)	(30.0, 30927.0)	(31.0, 39943.0)	(32.0, 52888.0)	(33.0, 67225.0)	(34.0, 89679.0)	(35.0, 122517.0)	(36.0, 181964.0)	(37.0, 295662.0)	(38.0, 854104.0)	(39.0, 13496243.0)	(40.0, 9423880.0)				
TS047_RoL_RNA_79_2	(13.0, 4.0)	(14.0, 62.0)	(15.0, 464.0)	(16.0, 1848.0)	(17.0, 3988.0)	(18.0, 5195.0)	(19.0, 5804.0)	(20.0, 6780.0)	(21.0, 8051.0)	(22.0, 9797.0)	(23.0, 11902.0)	(24.0, 14600.0)	(25.0, 17348.0)	(26.0, 20833.0)	(27.0, 24029.0)	(28.0, 29471.0)	(29.0, 34273.0)	(30.0, 41564.0)	(31.0, 50517.0)	(32.0, 64622.0)	(33.0, 79939.0)	(34.0, 105187.0)	(35.0, 142070.0)	(36.0, 212799.0)	(37.0, 344928.0)	(38.0, 1057657.0)	(39.0, 15003354.0)	(40.0, 7455328.0)	
TS047_RoL_RNA_85_1	(15.0, 1.0)	(16.0, 12.0)	(17.0, 103.0)	(18.0, 299.0)	(19.0, 449.0)	(20.0, 754.0)	(21.0, 1337.0)	(22.0, 2370.0)	(23.0, 3948.0)	(24.0, 6440.0)	(25.0, 9276.0)	(26.0, 12390.0)	(27.0, 15582.0)	(28.0, 20056.0)	(29.0, 24955.0)	(30.0, 31789.0)	(31.0, 40329.0)	(32.0, 53952.0)	(33.0, 68556.0)	(34.0, 92042.0)	(35.0, 127798.0)	(36.0, 191085.0)	(37.0, 311448.0)	(38.0, 891251.0)	(39.0, 14809753.0)	(40.0, 10420516.0)			
TS047_RoL_RNA_85_2	(13.0, 8.0)	(14.0, 86.0)	(15.0, 498.0)	(16.0, 2291.0)	(17.0, 4742.0)	(18.0, 6407.0)	(19.0, 6855.0)	(20.0, 8089.0)	(21.0, 9396.0)	(22.0, 11441.0)	(23.0, 13609.0)	(24.0, 16967.0)	(25.0, 19949.0)	(26.0, 23993.0)	(27.0, 27899.0)	(28.0, 33047.0)	(29.0, 38530.0)	(30.0, 46422.0)	(31.0, 56011.0)	(32.0, 70523.0)	(33.0, 86285.0)	(34.0, 112114.0)	(35.0, 151820.0)	(36.0, 226348.0)	(37.0, 367499.0)	(38.0, 1121112.0)	(39.0, 16472608.0)	(40.0, 8201942.0)	
