Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TS047_RoL_RNA_652_1	(15.0, 4.0)	(16.0, 44.0)	(17.0, 255.0)	(18.0, 525.0)	(19.0, 594.0)	(20.0, 980.0)	(21.0, 1774.0)	(22.0, 3144.0)	(23.0, 5338.0)	(24.0, 8076.0)	(25.0, 9909.0)	(26.0, 12187.0)	(27.0, 14472.0)	(28.0, 18469.0)	(29.0, 21507.0)	(30.0, 26706.0)	(31.0, 33548.0)	(32.0, 44190.0)	(33.0, 56299.0)	(34.0, 74231.0)	(35.0, 101894.0)	(36.0, 156744.0)	(37.0, 257576.0)	(38.0, 797437.0)	(39.0, 12257363.0)	(40.0, 7783235.0)			
TS047_RoL_RNA_652_2	(12.0, 6.0)	(13.0, 39.0)	(14.0, 269.0)	(15.0, 1222.0)	(16.0, 4092.0)	(17.0, 6874.0)	(18.0, 7789.0)	(19.0, 7961.0)	(20.0, 9057.0)	(21.0, 9882.0)	(22.0, 11240.0)	(23.0, 12990.0)	(24.0, 15412.0)	(25.0, 17724.0)	(26.0, 20712.0)	(27.0, 24093.0)	(28.0, 28947.0)	(29.0, 32785.0)	(30.0, 39298.0)	(31.0, 47440.0)	(32.0, 61053.0)	(33.0, 75035.0)	(34.0, 97925.0)	(35.0, 134381.0)	(36.0, 205804.0)	(37.0, 339581.0)	(38.0, 1087087.0)	(39.0, 13514591.0)	(40.0, 5873212.0)
TS047_RoL_RNA_655_1	(15.0, 3.0)	(16.0, 59.0)	(17.0, 450.0)	(18.0, 920.0)	(19.0, 1084.0)	(20.0, 1542.0)	(21.0, 2480.0)	(22.0, 4070.0)	(23.0, 6847.0)	(24.0, 10167.0)	(25.0, 13160.0)	(26.0, 16117.0)	(27.0, 19661.0)	(28.0, 24694.0)	(29.0, 28726.0)	(30.0, 36188.0)	(31.0, 44787.0)	(32.0, 59568.0)	(33.0, 73708.0)	(34.0, 99555.0)	(35.0, 136187.0)	(36.0, 209544.0)	(37.0, 343605.0)	(38.0, 1053437.0)	(39.0, 16137869.0)	(40.0, 9665344.0)			
TS047_RoL_RNA_655_2	(12.0, 12.0)	(13.0, 60.0)	(14.0, 327.0)	(15.0, 1592.0)	(16.0, 5943.0)	(17.0, 10164.0)	(18.0, 11661.0)	(19.0, 11104.0)	(20.0, 12855.0)	(21.0, 13750.0)	(22.0, 15704.0)	(23.0, 17395.0)	(24.0, 21217.0)	(25.0, 24225.0)	(26.0, 28268.0)	(27.0, 32589.0)	(28.0, 39477.0)	(29.0, 44042.0)	(30.0, 52679.0)	(31.0, 63707.0)	(32.0, 81403.0)	(33.0, 98645.0)	(34.0, 128008.0)	(35.0, 174971.0)	(36.0, 267213.0)	(37.0, 437376.0)	(38.0, 1402966.0)	(39.0, 17467648.0)	(40.0, 7524771.0)
TS047_RoL_RNA_676_1	(15.0, 2.0)	(16.0, 45.0)	(17.0, 307.0)	(18.0, 649.0)	(19.0, 840.0)	(20.0, 1117.0)	(21.0, 1900.0)	(22.0, 3401.0)	(23.0, 5876.0)	(24.0, 8820.0)	(25.0, 11310.0)	(26.0, 13798.0)	(27.0, 16353.0)	(28.0, 21033.0)	(29.0, 25084.0)	(30.0, 30680.0)	(31.0, 38152.0)	(32.0, 50506.0)	(33.0, 62638.0)	(34.0, 83735.0)	(35.0, 113479.0)	(36.0, 172854.0)	(37.0, 282255.0)	(38.0, 861779.0)	(39.0, 13908977.0)	(40.0, 9033147.0)			
TS047_RoL_RNA_676_2	(12.0, 3.0)	(13.0, 33.0)	(14.0, 221.0)	(15.0, 1228.0)	(16.0, 4304.0)	(17.0, 7708.0)	(18.0, 8542.0)	(19.0, 8514.0)	(20.0, 9662.0)	(21.0, 10782.0)	(22.0, 12379.0)	(23.0, 14097.0)	(24.0, 17516.0)	(25.0, 19748.0)	(26.0, 23544.0)	(27.0, 27733.0)	(28.0, 33575.0)	(29.0, 37765.0)	(30.0, 45590.0)	(31.0, 55305.0)	(32.0, 71563.0)	(33.0, 86650.0)	(34.0, 113169.0)	(35.0, 154311.0)	(36.0, 234094.0)	(37.0, 377338.0)	(38.0, 1165043.0)	(39.0, 15226787.0)	(40.0, 6981533.0)
TS047_RoL_RNA_677_1	(16.0, 52.0)	(17.0, 276.0)	(18.0, 690.0)	(19.0, 885.0)	(20.0, 1284.0)	(21.0, 2165.0)	(22.0, 3789.0)	(23.0, 6459.0)	(24.0, 9618.0)	(25.0, 12240.0)	(26.0, 14916.0)	(27.0, 17846.0)	(28.0, 22826.0)	(29.0, 26688.0)	(30.0, 32602.0)	(31.0, 41340.0)	(32.0, 54323.0)	(33.0, 67740.0)	(34.0, 89189.0)	(35.0, 121610.0)	(36.0, 185440.0)	(37.0, 303155.0)	(38.0, 923080.0)	(39.0, 13582163.0)	(40.0, 8441707.0)				
TS047_RoL_RNA_677_2	(12.0, 5.0)	(13.0, 34.0)	(14.0, 246.0)	(15.0, 1241.0)	(16.0, 4512.0)	(17.0, 7986.0)	(18.0, 9287.0)	(19.0, 9367.0)	(20.0, 10706.0)	(21.0, 11951.0)	(22.0, 13341.0)	(23.0, 15167.0)	(24.0, 18754.0)	(25.0, 21213.0)	(26.0, 25159.0)	(27.0, 28769.0)	(28.0, 34528.0)	(29.0, 38994.0)	(30.0, 46678.0)	(31.0, 56127.0)	(32.0, 70765.0)	(33.0, 86613.0)	(34.0, 113070.0)	(35.0, 153839.0)	(36.0, 235550.0)	(37.0, 384536.0)	(38.0, 1226602.0)	(39.0, 14952225.0)	(40.0, 6384818.0)
TS047_RoL_RNA_678_1	(15.0, 1.0)	(16.0, 34.0)	(17.0, 268.0)	(18.0, 591.0)	(19.0, 741.0)	(20.0, 1100.0)	(21.0, 1709.0)	(22.0, 3098.0)	(23.0, 5550.0)	(24.0, 8516.0)	(25.0, 10777.0)	(26.0, 12862.0)	(27.0, 15631.0)	(28.0, 19452.0)	(29.0, 23908.0)	(30.0, 29413.0)	(31.0, 36929.0)	(32.0, 48354.0)	(33.0, 60198.0)	(34.0, 79989.0)	(35.0, 109457.0)	(36.0, 168044.0)	(37.0, 273200.0)	(38.0, 846398.0)	(39.0, 13512665.0)	(40.0, 8681194.0)			
TS047_RoL_RNA_678_2	(12.0, 4.0)	(13.0, 32.0)	(14.0, 231.0)	(15.0, 1175.0)	(16.0, 4926.0)	(17.0, 8022.0)	(18.0, 8761.0)	(19.0, 8892.0)	(20.0, 10446.0)	(21.0, 11628.0)	(22.0, 13044.0)	(23.0, 14937.0)	(24.0, 17753.0)	(25.0, 20497.0)	(26.0, 23743.0)	(27.0, 26944.0)	(28.0, 32445.0)	(29.0, 36227.0)	(30.0, 43191.0)	(31.0, 52142.0)	(32.0, 67073.0)	(33.0, 81541.0)	(34.0, 105698.0)	(35.0, 145015.0)	(36.0, 221181.0)	(37.0, 359341.0)	(38.0, 1132199.0)	(39.0, 14820750.0)	(40.0, 6682241.0)
TS047_RoL_RNA_679_1	(15.0, 4.0)	(16.0, 46.0)	(17.0, 298.0)	(18.0, 682.0)	(19.0, 701.0)	(20.0, 1070.0)	(21.0, 1783.0)	(22.0, 3230.0)	(23.0, 5607.0)	(24.0, 8533.0)	(25.0, 10850.0)	(26.0, 13188.0)	(27.0, 16133.0)	(28.0, 20402.0)	(29.0, 23597.0)	(30.0, 29637.0)	(31.0, 37520.0)	(32.0, 49837.0)	(33.0, 63828.0)	(34.0, 85504.0)	(35.0, 119519.0)	(36.0, 185178.0)	(37.0, 309871.0)	(38.0, 970970.0)	(39.0, 14917445.0)	(40.0, 9176372.0)			
TS047_RoL_RNA_679_2	(12.0, 1.0)	(13.0, 46.0)	(14.0, 281.0)	(15.0, 1202.0)	(16.0, 4128.0)	(17.0, 6814.0)	(18.0, 7489.0)	(19.0, 7507.0)	(20.0, 8718.0)	(21.0, 9482.0)	(22.0, 11037.0)	(23.0, 12291.0)	(24.0, 15029.0)	(25.0, 17627.0)	(26.0, 20682.0)	(27.0, 24298.0)	(28.0, 29455.0)	(29.0, 33431.0)	(30.0, 40546.0)	(31.0, 49336.0)	(32.0, 64139.0)	(33.0, 78793.0)	(34.0, 103588.0)	(35.0, 144201.0)	(36.0, 224012.0)	(37.0, 373409.0)	(38.0, 1216177.0)	(39.0, 16273154.0)	(40.0, 7274932.0)
TS047_RoL_RNA_683_1	(15.0, 4.0)	(16.0, 54.0)	(17.0, 338.0)	(18.0, 778.0)	(19.0, 898.0)	(20.0, 1233.0)	(21.0, 1958.0)	(22.0, 3309.0)	(23.0, 5555.0)	(24.0, 8208.0)	(25.0, 10699.0)	(26.0, 12963.0)	(27.0, 15373.0)	(28.0, 19385.0)	(29.0, 22668.0)	(30.0, 27910.0)	(31.0, 34533.0)	(32.0, 45669.0)	(33.0, 56768.0)	(34.0, 74820.0)	(35.0, 101996.0)	(36.0, 155455.0)	(37.0, 256309.0)	(38.0, 785040.0)	(39.0, 11463879.0)	(40.0, 7085566.0)			
TS047_RoL_RNA_683_2	(12.0, 3.0)	(13.0, 40.0)	(14.0, 243.0)	(15.0, 1032.0)	(16.0, 3757.0)	(17.0, 6710.0)	(18.0, 7817.0)	(19.0, 7762.0)	(20.0, 8943.0)	(21.0, 9940.0)	(22.0, 11287.0)	(23.0, 12725.0)	(24.0, 15909.0)	(25.0, 17924.0)	(26.0, 21007.0)	(27.0, 24448.0)	(28.0, 29184.0)	(29.0, 33070.0)	(30.0, 39513.0)	(31.0, 47995.0)	(32.0, 61711.0)	(33.0, 75480.0)	(34.0, 97640.0)	(35.0, 133934.0)	(36.0, 205710.0)	(37.0, 339042.0)	(38.0, 1061071.0)	(39.0, 12504785.0)	(40.0, 5412686.0)
TS047_RoL_RNA_707_1	(15.0, 5.0)	(16.0, 70.0)	(17.0, 432.0)	(18.0, 855.0)	(19.0, 1006.0)	(20.0, 1359.0)	(21.0, 2126.0)	(22.0, 3890.0)	(23.0, 6729.0)	(24.0, 10075.0)	(25.0, 12554.0)	(26.0, 15359.0)	(27.0, 18384.0)	(28.0, 22873.0)	(29.0, 26739.0)	(30.0, 33639.0)	(31.0, 42370.0)	(32.0, 56149.0)	(33.0, 69958.0)	(34.0, 93106.0)	(35.0, 128502.0)	(36.0, 199449.0)	(37.0, 332896.0)	(38.0, 1040586.0)	(39.0, 15314649.0)	(40.0, 9090979.0)			
TS047_RoL_RNA_707_2	(12.0, 5.0)	(13.0, 37.0)	(14.0, 268.0)	(15.0, 1414.0)	(16.0, 5399.0)	(17.0, 9014.0)	(18.0, 9829.0)	(19.0, 9837.0)	(20.0, 11311.0)	(21.0, 12371.0)	(22.0, 14046.0)	(23.0, 15690.0)	(24.0, 18583.0)	(25.0, 20949.0)	(26.0, 24876.0)	(27.0, 28270.0)	(28.0, 33867.0)	(29.0, 38703.0)	(30.0, 45791.0)	(31.0, 55785.0)	(32.0, 71906.0)	(33.0, 88035.0)	(34.0, 115721.0)	(35.0, 157298.0)	(36.0, 240855.0)	(37.0, 393032.0)	(38.0, 1235128.0)	(39.0, 16203829.0)	(40.0, 7662890.0)
TS047_RoL_RNA_708_1	(15.0, 5.0)	(16.0, 102.0)	(17.0, 644.0)	(18.0, 1261.0)	(19.0, 1435.0)	(20.0, 1803.0)	(21.0, 2833.0)	(22.0, 4883.0)	(23.0, 8351.0)	(24.0, 12524.0)	(25.0, 15635.0)	(26.0, 19183.0)	(27.0, 22672.0)	(28.0, 28946.0)	(29.0, 33742.0)	(30.0, 42086.0)	(31.0, 53537.0)	(32.0, 70774.0)	(33.0, 88311.0)	(34.0, 118425.0)	(35.0, 162462.0)	(36.0, 249588.0)	(37.0, 413942.0)	(38.0, 1295701.0)	(39.0, 19414865.0)	(40.0, 11668563.0)			
TS047_RoL_RNA_708_2	(12.0, 3.0)	(13.0, 41.0)	(14.0, 358.0)	(15.0, 2006.0)	(16.0, 7345.0)	(17.0, 12736.0)	(18.0, 14061.0)	(19.0, 13933.0)	(20.0, 15710.0)	(21.0, 17267.0)	(22.0, 19455.0)	(23.0, 22010.0)	(24.0, 25945.0)	(25.0, 29685.0)	(26.0, 34274.0)	(27.0, 39143.0)	(28.0, 47462.0)	(29.0, 52814.0)	(30.0, 63001.0)	(31.0, 75509.0)	(32.0, 97263.0)	(33.0, 117817.0)	(34.0, 153753.0)	(35.0, 209001.0)	(36.0, 317361.0)	(37.0, 511675.0)	(38.0, 1608939.0)	(39.0, 20801937.0)	(40.0, 9421769.0)
TS047_RoL_RNA_710_1	(15.0, 4.0)	(16.0, 64.0)	(17.0, 401.0)	(18.0, 809.0)	(19.0, 1077.0)	(20.0, 1495.0)	(21.0, 2493.0)	(22.0, 4160.0)	(23.0, 6862.0)	(24.0, 10572.0)	(25.0, 13557.0)	(26.0, 16133.0)	(27.0, 19402.0)	(28.0, 24610.0)	(29.0, 28799.0)	(30.0, 35622.0)	(31.0, 43769.0)	(32.0, 57483.0)	(33.0, 71352.0)	(34.0, 94935.0)	(35.0, 128552.0)	(36.0, 194784.0)	(37.0, 316889.0)	(38.0, 949140.0)	(39.0, 14800105.0)	(40.0, 9672041.0)			
TS047_RoL_RNA_710_2	(12.0, 4.0)	(13.0, 46.0)	(14.0, 244.0)	(15.0, 1406.0)	(16.0, 5416.0)	(17.0, 9331.0)	(18.0, 10735.0)	(19.0, 10875.0)	(20.0, 12236.0)	(21.0, 13373.0)	(22.0, 15506.0)	(23.0, 17512.0)	(24.0, 20662.0)	(25.0, 23850.0)	(26.0, 27945.0)	(27.0, 32169.0)	(28.0, 38307.0)	(29.0, 43550.0)	(30.0, 51646.0)	(31.0, 62253.0)	(32.0, 79334.0)	(33.0, 95806.0)	(34.0, 124285.0)	(35.0, 169725.0)	(36.0, 258003.0)	(37.0, 419343.0)	(38.0, 1306300.0)	(39.0, 16357187.0)	(40.0, 7288061.0)
TS047_RoL_RNA_79_1	(15.0, 3.0)	(16.0, 57.0)	(17.0, 299.0)	(18.0, 678.0)	(19.0, 914.0)	(20.0, 1287.0)	(21.0, 2168.0)	(22.0, 3871.0)	(23.0, 6482.0)	(24.0, 9457.0)	(25.0, 12208.0)	(26.0, 14864.0)	(27.0, 18240.0)	(28.0, 23192.0)	(29.0, 27550.0)	(30.0, 33448.0)	(31.0, 41722.0)	(32.0, 54532.0)	(33.0, 67432.0)	(34.0, 88980.0)	(35.0, 121676.0)	(36.0, 182681.0)	(37.0, 293458.0)	(38.0, 854097.0)	(39.0, 13549927.0)	(40.0, 9358850.0)			
TS047_RoL_RNA_79_2	(12.0, 1.0)	(13.0, 33.0)	(14.0, 221.0)	(15.0, 1179.0)	(16.0, 4362.0)	(17.0, 7624.0)	(18.0, 8400.0)	(19.0, 8536.0)	(20.0, 9373.0)	(21.0, 10325.0)	(22.0, 11797.0)	(23.0, 13618.0)	(24.0, 16441.0)	(25.0, 18796.0)	(26.0, 22165.0)	(27.0, 25737.0)	(28.0, 31189.0)	(29.0, 35291.0)	(30.0, 42433.0)	(31.0, 51468.0)	(32.0, 66446.0)	(33.0, 81053.0)	(34.0, 106615.0)	(35.0, 146798.0)	(36.0, 229772.0)	(37.0, 376864.0)	(38.0, 1151405.0)	(39.0, 15074431.0)	(40.0, 7215700.0)
TS047_RoL_RNA_85_1	(14.0, 1.0)	(15.0, 6.0)	(16.0, 65.0)	(17.0, 362.0)	(18.0, 823.0)	(19.0, 966.0)	(20.0, 1446.0)	(21.0, 2240.0)	(22.0, 3795.0)	(23.0, 6080.0)	(24.0, 8965.0)	(25.0, 11623.0)	(26.0, 14303.0)	(27.0, 17677.0)	(28.0, 22529.0)	(29.0, 26877.0)	(30.0, 33263.0)	(31.0, 41634.0)	(32.0, 55316.0)	(33.0, 68948.0)	(34.0, 92011.0)	(35.0, 127611.0)	(36.0, 193070.0)	(37.0, 310146.0)	(38.0, 893927.0)	(39.0, 14896696.0)	(40.0, 10324331.0)		
TS047_RoL_RNA_85_2	(12.0, 5.0)	(13.0, 36.0)	(14.0, 274.0)	(15.0, 1392.0)	(16.0, 5179.0)	(17.0, 8957.0)	(18.0, 10076.0)	(19.0, 9873.0)	(20.0, 10982.0)	(21.0, 11834.0)	(22.0, 13405.0)	(23.0, 15372.0)	(24.0, 18601.0)	(25.0, 21312.0)	(26.0, 24931.0)	(27.0, 28703.0)	(28.0, 34173.0)	(29.0, 38627.0)	(30.0, 46363.0)	(31.0, 55923.0)	(32.0, 71384.0)	(33.0, 86590.0)	(34.0, 112927.0)	(35.0, 156023.0)	(36.0, 241676.0)	(37.0, 396861.0)	(38.0, 1207303.0)	(39.0, 16542921.0)	(40.0, 7983008.0)
