gene_id	gene_name	TaxaID	correlation	abs_correlation	p_value	fdr	comparison_name	base_treatment	comparison_treatment
hspa8	hspa8	Caulobacter	-0.5547158761312779	0.5547158761312779	0.035007538761837154	0.37376628998287764	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100001589	LOC100001589	Pirellula	-0.5543893775997781	0.5543893775997781	0.03516272786069741	0.3742924104207971	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rtn1a	rtn1a	Pirellula	0.5543893775997781	0.5543893775997781	0.03516272786069741	0.3742924104207971	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
faah	faah	Runella	-0.5536577835807512	0.5536577835807512	0.035512151694666594	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
pals1a	pals1a	Runella	-0.5536577835807512	0.5536577835807512	0.035512151694666594	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
znf1069	znf1069	Rubrivivax	-0.5536577835807512	0.5536577835807512	0.035512151694666594	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
manf	manf	Acinetobacter	0.5533411134820512	0.5533411134820512	0.03566412448599898	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
reep2	reep2	Luteolibacter	0.5533411134820512	0.5533411134820512	0.03566412448599898	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
sash1b	sash1b	Luteolibacter	-0.5533411134820512	0.5533411134820512	0.03566412448599898	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ugt5g1	ugt5g1	Pseudorhodoplanes	0.5533411134820512	0.5533411134820512	0.03566412448599898	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137490032	LOC137490032	Culicoidibacter	0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ca8	ca8	Culicoidibacter	0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cxcl11.4	cxcl11.4	Gemmobacter	0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ftr76	ftr76	Legionella	0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ifit15	ifit15	Crenobacter	0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
nmur3	nmur3	Crenobacter	-0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
pals1a	pals1a	Crenobacter	0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rtn1a	rtn1a	Culicoidibacter	-0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:171506	zgc:171506	Culicoidibacter	0.5524475524475525	0.5524475524475525	0.036095319411428406	0.3751789964705529	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC103910189	LOC103910189	Agitococcus	-0.5521252824168053	0.5521252824168053	0.03625169261208683	0.37569935979799074	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
csf2rb	csf2rb	Agitococcus	-0.5521252824168053	0.5521252824168053	0.03625169261208683	0.37569935979799074	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ecpas	ecpas	Reyranella	-0.5516887660428531	0.5516887660428531	0.03646422871287225	0.37624696137603075	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
herc56.2	herc56.2	Aquihabitans	0.5516887660428531	0.5516887660428531	0.03646422871287225	0.37624696137603075	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
sec61a1b	sec61a1b	Longivirga	-0.5516887660428531	0.5516887660428531	0.03646422871287225	0.37624696137603075	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:152658	zgc:152658	Neochlamydia	-0.5510864756971484	0.5510864756971484	0.03675885581761662	0.3787341004648896	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101887118	LOC101887118	Aquihabitans	0.5505707392341574	0.5505707392341574	0.037012414151191386	0.3807914748480651	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC793010	LOC793010	Cloacibacterium	-0.549309395859119	0.549309395859119	0.03763750184163128	0.3856376438846877	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mboat2a	mboat2a	Bosea	0.549309395859119	0.549309395859119	0.03763750184163128	0.3856376438846877	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100001589	LOC100001589	Acinetobacter	0.5491806539821861	0.5491806539821861	0.03770169947995461	0.3856376438846877	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ifi44a1	ifi44a1	Sphaerotilus	-0.5491806539821861	0.5491806539821861	0.03770169947995461	0.3856376438846877	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC108184065	LOC108184065	Pirellula	0.5490234544997619	0.5490234544997619	0.0377801874202619	0.38588202989365766	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cxcl11.4	cxcl11.4	Agromyces	0.5486526200010714	0.5486526200010714	0.037965776046785304	0.38721804487543804	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
manf	manf	Elstera	-0.5479710273701817	0.5479710273701817	0.038308483573116225	0.3901503773700079	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
tnfa	tnfa	Bosea	0.5476787449580014	0.5476787449580014	0.03845607874500634	0.391090020963604	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cxcl18b	cxcl18b	Rhodococcus	0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ftr22	ftr22	Runella	-0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ifng1r	ifng1r	Culicoidibacter	0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-276k2.1	si:ch211-276k2.1	Runella	-0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-85k7.12	si:dkey-85k7.12	Runella	-0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:56106	zgc:56106	Fuscovulum	-0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zmp:0000000527	zmp:0000000527	Runella	-0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zmp:0000000912	zmp:0000000912	Runella	-0.5458597866289097	0.5458597866289097	0.039383192748554396	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101883092	LOC101883092	Culicoidibacter	0.5454545454545455	0.5454545454545455	0.039591763236690225	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC793010	LOC793010	Tundrisphaera	0.5454545454545455	0.5454545454545455	0.039591763236690225	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cxcl14	cxcl14	Paenirhodobacter	-0.5454545454545455	0.5454545454545455	0.039591763236690225	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ftr92	ftr92	Crenobacter	0.5454545454545455	0.5454545454545455	0.039591763236690225	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-194p6.12	si:ch211-194p6.12	Ensifer	-0.5454545454545455	0.5454545454545455	0.039591763236690225	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
spire1a	spire1a	Crenobacter	0.5454545454545455	0.5454545454545455	0.039591763236690225	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100537840	LOC100537840	Luteolibacter	-0.5450201944823211	0.5450201944823211	0.03981613620604274	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137491221	LOC137491221	Sphaerotilus	-0.5450201944823211	0.5450201944823211	0.03981613620604274	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC560863	LOC560863	Sphaerotilus	-0.5450201944823211	0.5450201944823211	0.03981613620604274	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
sash1b	sash1b	Acinetobacter	0.5450201944823211	0.5450201944823211	0.03981613620604274	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
vim	vim	Pseudorhodoplanes	0.5450201944823211	0.5450201944823211	0.03981613620604274	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:152658	zgc:152658	Pseudorhodoplanes	-0.5450201944823211	0.5450201944823211	0.03981613620604274	0.39359503595008405	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
igf2bp2b	igf2bp2b	Aquihabitans	0.5445702013197194	0.5445702013197194	0.04004948577633183	0.3947974413767271	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ugt5g1	ugt5g1	Reyranella	0.5445702013197194	0.5445702013197194	0.04004948577633183	0.3947974413767271	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ifng1r	ifng1r	Pirellula	-0.5438657528601236	0.5438657528601236	0.04041662124062717	0.39636209825764446	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ly6m5	ly6m5	Pirellula	-0.5438629970124406	0.5438629970124406	0.04041806190123309	0.39636209825764446	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141378197	LOC141378197	Neochlamydia	-0.543835337859028	0.543835337859028	0.04043252303958145	0.39636209825764446	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-238c7.13	si:dkey-238c7.13	Neochlamydia	-0.543835337859028	0.543835337859028	0.04043252303958145	0.39636209825764446	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141379337	LOC141379337	Roseomonas	0.5422669677070789	0.5422669677070789	0.04125818953593763	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:194443	zgc:194443	Bosea	0.5422669677070789	0.5422669677070789	0.04125818953593763	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137495296	LOC137495296	Longivirga	-0.5421004201690166	0.5421004201690166	0.041346524003634366	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141375138	LOC141375138	Reyranella	0.5421004201690166	0.5421004201690166	0.041346524003634366	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ftr07	ftr07	Runella	-0.5418643938077088	0.5418643938077088	0.041471925152930744	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC108183350	LOC108183350	Pseudoxanthomonas	-0.5415579638642454	0.5415579638642454	0.041635110150122445	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC560278	LOC560278	Dongia	-0.5415579638642454	0.5415579638642454	0.041635110150122445	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC795984	LOC795984	Tundrisphaera	0.5415579638642454	0.5415579638642454	0.041635110150122445	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ftr22	ftr22	Dongia	-0.5415579638642454	0.5415579638642454	0.041635110150122445	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
igf2bp2b	igf2bp2b	Pseudoxanthomonas	-0.5415579638642454	0.5415579638642454	0.041635110150122445	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
trim35-14	trim35-14	Dongia	-0.5415579638642454	0.5415579638642454	0.041635110150122445	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:152658	zgc:152658	Dongia	-0.5415579638642454	0.5415579638642454	0.041635110150122445	0.401469247668575	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-238c7.13	si:dkey-238c7.13	Reyranella	-0.5410109189581527	0.5410109189581527	0.04192749516197902	0.4017812814886748	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101887118	LOC101887118	Crenobacter	0.540859734982456	0.540859734982456	0.04200854089135975	0.4017812814886748	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137495296	LOC137495296	Culicoidibacter	0.540859734982456	0.540859734982456	0.04200854089135975	0.4017812814886748	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
herc56.2	herc56.2	Bdellovibrio	0.540859734982456	0.540859734982456	0.04200854089135975	0.4017812814886748	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rergla	rergla	Bdellovibrio	-0.540859734982456	0.540859734982456	0.04200854089135975	0.4017812814886748	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
spire1a	spire1a	Sphaerotilus	-0.540859734982456	0.540859734982456	0.04200854089135975	0.4017812814886748	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
colgalt1b	colgalt1b	Elstera	-0.5406647470052459	0.5406647470052459	0.042113222905484804	0.402238188508063	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC560278	LOC560278	Pirellula	-0.5403542034833281	0.5403542034833281	0.042280301222814565	0.4032890270483851	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-284e13.11	si:ch211-284e13.11	Crenobacter	0.5394053806205267	0.5394053806205267	0.04279352036766104	0.40763423444559066	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ifi44g	ifi44g	Culicoidibacter	0.5384615384615385	0.5384615384615385	0.04330814281079198	0.4097750380009073	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mxa	mxa	Gemmobacter	0.5384615384615385	0.5384615384615385	0.04330814281079198	0.4097750380009073	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rnf145a	rnf145a	Culicoidibacter	0.5384615384615385	0.5384615384615385	0.04330814281079198	0.4097750380009073	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-85k7.12	si:dkey-85k7.12	Gemmobacter	0.5384615384615385	0.5384615384615385	0.04330814281079198	0.4097750380009073	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ythdc2	ythdc2	Paenirhodobacter	0.5384615384615385	0.5384615384615385	0.04330814281079198	0.4097750380009073	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC108180198	LOC108180198	Runella	-0.5380617896770681	0.5380617896770681	0.04352733753719851	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:171506	zgc:171506	Runella	-0.5380617896770681	0.5380617896770681	0.04352733753719851	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
nfia	nfia	Agitococcus	-0.5375956697216262	0.5375956697216262	0.04378385532148088	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141381754	LOC141381754	Cloacibacterium	0.5374952400314135	0.5374952400314135	0.04383925555324786	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101883092	LOC101883092	Reyranella	-0.5374516365965859	0.5374516365965859	0.043863323093554785	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
maml3	maml3	Reyranella	-0.5374516365965859	0.5374516365965859	0.043863323093554785	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
pmaip1	pmaip1	Longivirga	-0.5374516365965859	0.5374516365965859	0.043863323093554785	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zmp:0000000527	zmp:0000000527	Aquihabitans	0.5374516365965859	0.5374516365965859	0.043863323093554785	0.410630420695689	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ftr76	ftr76	Acinetobacter	0.536699275482591	0.536699275482591	0.044279982518955485	0.41131625239723135	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
hspa8	hspa8	Bdellovibrio	-0.536699275482591	0.536699275482591	0.044279982518955485	0.41131625239723135	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zmp:0000000527	zmp:0000000527	Luteolibacter	-0.536699275482591	0.536699275482591	0.044279982518955485	0.41131625239723135	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
plaub	plaub	Neochlamydia	0.5365842000209077	0.5365842000209077	0.044343942321263485	0.41131625239723135	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
sacs2	sacs2	Neochlamydia	-0.5365842000209077	0.5365842000209077	0.044343942321263485	0.41131625239723135	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-211g8.5	si:dkey-211g8.5	Flavobacterium	0.5365842000209077	0.5365842000209077	0.044343942321263485	0.41131625239723135	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ssuh2.2	ssuh2.2	Neochlamydia	-0.5365842000209077	0.5365842000209077	0.044343942321263485	0.41131625239723135	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141379337	LOC141379337	Luteolibacter	0.5363023880115031	0.5363023880115031	0.04450083437507635	0.41223053389651326	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100538242	LOC100538242	Dongia	0.536141458005623	0.536141458005623	0.044590593259208555	0.4125213522985419	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-284e13.11	si:ch211-284e13.11	Culicoidibacter	0.5359027482788349	0.5359027482788349	0.044723954906604746	0.4131249602822521	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137487668	LOC137487668	Reyranella	-0.5358155453854886	0.5358155453854886	0.044772739045869425	0.4131249602822521	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-15j1.4	si:ch211-15j1.4	Bosea	0.535224539555039	0.535224539555039	0.04510429699411045	0.41564168338249374	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cxcl14	cxcl14	Longivirga	0.5338923542350191	0.5338923542350191	0.04585761786355946	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
fam20cl	fam20cl	Sphaerotilus	0.5334722764992528	0.5334722764992528	0.046096877709983275	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rnf145a	rnf145a	Pirellula	-0.533336616425103	0.533336616425103	0.04617432039379277	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141379345	LOC141379345	Luteolibacter	0.5325388159827259	0.5325388159827259	0.04663149235758701	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cxcl11.3	cxcl11.3	Acinetobacter	0.5325388159827259	0.5325388159827259	0.04663149235758701	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mxa	mxa	Pseudorhodoplanes	-0.5325388159827259	0.5325388159827259	0.04663149235758701	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
nots	nots	Sphaerotilus	0.5325388159827259	0.5325388159827259	0.04663149235758701	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
pstpip1b	pstpip1b	Sphaerotilus	-0.5325388159827259	0.5325388159827259	0.04663149235758701	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-85k7.12	si:dkey-85k7.12	Pseudorhodoplanes	-0.5325388159827259	0.5325388159827259	0.04663149235758701	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100537840	LOC100537840	Pseudoxanthomonas	-0.5323790153241734	0.5323790153241734	0.04672342271499752	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101886660	LOC101886660	Pseudoxanthomonas	-0.5323790153241734	0.5323790153241734	0.04672342271499752	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141375335	LOC141375335	Dongia	-0.5323790153241734	0.5323790153241734	0.04672342271499752	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC560278	LOC560278	Pseudoxanthomonas	-0.5323790153241734	0.5323790153241734	0.04672342271499752	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
phldb1a	phldb1a	Pseudoxanthomonas	-0.5323790153241734	0.5323790153241734	0.04672342271499752	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
zgc:56106	zgc:56106	Pseudoxanthomonas	-0.5323790153241734	0.5323790153241734	0.04672342271499752	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101883092	LOC101883092	Piscinibacter	-0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC137491221	LOC137491221	Piscinibacter	-0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141379345	LOC141379345	Piscinibacter	0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141381096	LOC141381096	Paenirhodobacter	-0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ankrd66	ankrd66	Crenobacter	-0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mcfd2	mcfd2	Piscinibacter	0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
mhc2dgb	mhc2dgb	Roseomonas	-0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rcn3	rcn3	Piscinibacter	0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
rtn1a	rtn1a	Piscinibacter	0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc7a1b	slc7a1b	Piscinibacter	0.5321811563901744	0.5321811563901744	0.046837413083638646	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100538242	LOC100538242	Bosea	-0.5319148936170214	0.5319148936170214	0.04699110192266387	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141381089	LOC141381089	Paenirhodobacter	0.5314685314685316	0.5314685314685316	0.047249491763997176	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
cyp7a1b	cyp7a1b	Legionella	0.5314685314685316	0.5314685314685316	0.047249491763997176	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ecpas	ecpas	Legionella	0.5314685314685316	0.5314685314685316	0.047249491763997176	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
pmaip1	pmaip1	Crenobacter	0.5314685314685316	0.5314685314685316	0.047249491763997176	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
polr3k	polr3k	Culicoidibacter	-0.5314685314685316	0.5314685314685316	0.047249491763997176	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-211g8.5	si:dkey-211g8.5	Legionella	0.5314685314685316	0.5314685314685316	0.047249491763997176	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:dkey-238c7.13	si:dkey-238c7.13	Roseomonas	-0.5314685314685316	0.5314685314685316	0.047249491763997176	0.4174492597349151	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141375138	LOC141375138	Flavobacterium	-0.5306261006221851	0.5306261006221851	0.04773970873325584	0.4212537594589916	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
slc43a1a	slc43a1a	Fuscovulum	0.5302637927252266	0.5302637927252266	0.047951565696106924	0.4220693229639897	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
spire1a	spire1a	Runella	-0.5302637927252266	0.5302637927252266	0.047951565696106924	0.4220693229639897	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC100147849	LOC100147849	Culicoidibacter	0.5299909662595383	0.5299909662595383	0.04811150739321324	0.4224250114971816	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
si:ch211-194p6.12	si:ch211-194p6.12	Agromyces	0.5299909662595383	0.5299909662595383	0.04811150739321324	0.4224250114971816	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ftr76	ftr76	Flavobacterium	0.5293330621827873	0.5293330621827873	0.048498641656100405	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ifit8	ifit8	Neochlamydia	-0.5293330621827873	0.5293330621827873	0.048498641656100405	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ssuh2.2	ssuh2.2	Flavobacterium	0.5293330621827873	0.5293330621827873	0.048498641656100405	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
tdp2a	tdp2a	Flavobacterium	0.5293330621827873	0.5293330621827873	0.048498641656100405	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC141381605	LOC141381605	Pseudoxanthomonas	-0.5290940172102353	0.5290940172102353	0.04863981071049084	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
elmo2	elmo2	Dinghuibacter	-0.5288974835954514	0.5288974835954514	0.04875607690741379	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
LOC101882847	LOC101882847	Luteolibacter	0.5283783564828609	0.5283783564828609	0.0490640635567936	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
blnk	blnk	Sphaerotilus	-0.5283783564828609	0.5283783564828609	0.0490640635567936	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
dio2	dio2	Acinetobacter	0.5283783564828609	0.5283783564828609	0.0490640635567936	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
ifit14	ifit14	Bdellovibrio	0.5283783564828609	0.5283783564828609	0.0490640635567936	0.423398372228795	A- T- P- vs A+ T+ P-	A- T- P-	A+ T+ P-
