OTU_ID,Mean_abundance,Observed_frequency,Predicted_frequency,Partition,Kingdom,Phylum,Class,Order,Family,Genus,Species
New.0.CleanUp.ReferenceOTU95257,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU10886,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.0.ReferenceOTU12914,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.ReferenceOTU15938,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.ReferenceOTU18172,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.ReferenceOTU18612,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU23325,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
New.0.ReferenceOTU25158,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,aurantiacum
New.0.ReferenceOTU26288,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
New.0.ReferenceOTU27239,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,
New.0.ReferenceOTU28545,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Firmicutes,CK-1C4-19,,,,
New.0.ReferenceOTU29048,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU29530,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,rhizosphaerae
New.0.ReferenceOTU29653,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
New.0.ReferenceOTU30939,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.ReferenceOTU34576,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
New.0.ReferenceOTU3609,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.ReferenceOTU36227,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,TM7,TM7-1,,,,
New.0.ReferenceOTU36745,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,TM6,SJA-4,,,,
New.0.ReferenceOTU37603,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.ReferenceOTU7308,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU7580,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.ReferenceOTU8129,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.ReferenceOTU9274,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.1.CleanUp.ReferenceOTU15883,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.CleanUp.ReferenceOTU23838,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.1.CleanUp.ReferenceOTU55426,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.CleanUp.ReferenceOTU79364,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.1.ReferenceOTU1927,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.ReferenceOTU221,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.1.ReferenceOTU5139,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.1.ReferenceOTU5340,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,,
New.1.ReferenceOTU6364,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.ReferenceOTU8971,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.ReferenceOTU9428,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.2.ReferenceOTU4261,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
X125639,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
X139644,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
X141145,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,
X142262,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X143699,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
X143942,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
X160895,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
X1726426,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
X22289,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,,
X287789,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X295053,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X303945,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
X3058992,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
X347553,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
X518417,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
X560886,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
X566213,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,,,,
X573135,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
X5779,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
X793193,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,,,
X818603,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,,,,
X831178,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
X9062,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,algae
X92016,3.14E-05,0.133333333,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.CleanUp.ReferenceOTU102207,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
New.0.CleanUp.ReferenceOTU109710,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
New.0.CleanUp.ReferenceOTU124273,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,,,,
New.0.CleanUp.ReferenceOTU132217,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
New.0.CleanUp.ReferenceOTU141003,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.CleanUp.ReferenceOTU148337,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Chloroflexi,Anaerolineae,,,,
New.0.CleanUp.ReferenceOTU4584,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,,
New.0.CleanUp.ReferenceOTU47272,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.CleanUp.ReferenceOTU53790,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
New.0.CleanUp.ReferenceOTU56244,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU61658,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
New.0.CleanUp.ReferenceOTU70273,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU72114,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.CleanUp.ReferenceOTU72663,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
New.0.CleanUp.ReferenceOTU73795,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
New.0.CleanUp.ReferenceOTU805,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,TM7,TM7-1,,,,
New.0.CleanUp.ReferenceOTU9547,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.0.ReferenceOTU11276,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
New.0.ReferenceOTU13295,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,
New.0.ReferenceOTU13515,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.ReferenceOTU14546,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU14877,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Kouleothrixaceae,Kouleothrix,
New.0.ReferenceOTU16448,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
New.0.ReferenceOTU1909,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.ReferenceOTU19429,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.ReferenceOTU19849,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.0.ReferenceOTU20125,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
New.0.ReferenceOTU2057,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,,
New.0.ReferenceOTU2141,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
New.0.ReferenceOTU22247,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,
New.0.ReferenceOTU23908,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.0.ReferenceOTU27051,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
New.0.ReferenceOTU2963,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,
New.0.ReferenceOTU30930,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,,,,
New.0.ReferenceOTU32178,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,,
New.0.ReferenceOTU32724,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
New.0.ReferenceOTU32733,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.0.ReferenceOTU32938,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,shigelloides
New.0.ReferenceOTU33558,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,
New.0.ReferenceOTU34667,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
New.0.ReferenceOTU35828,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],
New.0.ReferenceOTU38150,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
New.0.ReferenceOTU39243,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
New.0.ReferenceOTU39751,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
New.0.ReferenceOTU42486,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
New.0.ReferenceOTU4461,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
New.0.ReferenceOTU6386,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
New.0.ReferenceOTU7981,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,,
New.0.ReferenceOTU952,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,FAC87,,,
New.1.CleanUp.ReferenceOTU2005,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.CleanUp.ReferenceOTU24095,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
New.1.CleanUp.ReferenceOTU38250,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
New.1.CleanUp.ReferenceOTU57206,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
New.1.CleanUp.ReferenceOTU68225,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,
New.1.CleanUp.ReferenceOTU70562,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.CleanUp.ReferenceOTU74642,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
New.1.CleanUp.ReferenceOTU94154,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
New.1.CleanUp.ReferenceOTU94475,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium,
New.1.ReferenceOTU733,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,
X1011609,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
X101289,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,
X1046193,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Yaniellaceae,Yaniella,
X1047075,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,
X1064003,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
X107738,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,,
X1111255,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
X1138924,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sporanaerobacter,
X1138985,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
X136314,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,
X141564,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
X141797,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,
X15540,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
X162705,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Chloroflexi,Chloroflexi,,,,
X172987,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,
X173209,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
X200672,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
X206096,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,,
X210176,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,
X211106,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
X211736,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
X227777,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,succinicaNeutral
X236081,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
X237322,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
X245723,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
X246854,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,
X252045,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
X254380,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
X257150,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
X270773,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
X2752360,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,,
X289962,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Demequina,
X300811,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
X320879,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
X322801,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
X347195,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,
X3478456,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
X357011,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
X3591222,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
X3625940,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
X370056,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Marinilactibacillus,psychrotoleraNeutral
X3804326,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Deltaproteobacteria,,,,
X4151703,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
X510248,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,,
X521367,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,
X521447,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
X564004,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
X564807,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
X572218,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
X573373,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
X575562,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,delafieldii
X577486,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,yabuuchiae
X583949,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,
X584527,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Chloroflexi,Ellin6529,,,,
X633252,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
X643177,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
X669019,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
X68750,3.14E-05,0.066666667,0.022521011,Neutral,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
