gene_id	taxa_id	correlation	p_value	fdr	abs_correlation	comparison_name	base_treatment	comparison_treatment
usp11	Rubrivivax	0.6205574166511145	9.99000999000999e-4	0.003842311534619227	0.6205574166511145	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
alg8	Rubrivivax	0.6197481647980002	9.99000999000999e-4	0.003842311534619227	0.6197481647980002	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC137489472	Rubrivivax	0.617930119390006	0.003996003996003996	0.006889662062075854	0.617930119390006	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
rsad2	Legionella	0.6166384364524775	0.003996003996003996	0.006889662062075854	0.6166384364524775	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:ch1073-214b20.2	Polymorphobacter	0.6106732840176029	0.001998001998001998	0.0047571476142904716	0.6106732840176029	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
sf3b6	Polymorphobacter	0.6087361548805302	0.003996003996003996	0.006889662062075854	0.6087361548805302	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
gpr4	Rhodococcus	-0.6083674467643887	0.002997002997002997	0.006376602121282972	0.6083674467643887	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ghdc	Polymorphobacter	0.6048955080746712	9.99000999000999e-4	0.003842311534619227	0.6048955080746712	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
recql	Polymorphobacter	0.603780926885174	0.001998001998001998	0.0047571476142904716	0.603780926885174	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
zdhhc24	Rubrivivax	0.5992025524911617	9.99000999000999e-4	0.003842311534619227	0.5992025524911617	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
slc13a5a	Legionella	0.5989970875015089	0.007992007992007992	0.011417154274297132	0.5989970875015089	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
psmc1a	Polymorphobacter	0.598843717894685	0.00999000999000999	0.013684945191794506	0.598843717894685	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
spag7	Rubrivivax	0.59456389414845	0.001998001998001998	0.0047571476142904716	0.59456389414845	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
cops8	Rubrivivax	0.5931837081564315	9.99000999000999e-4	0.003842311534619227	0.5931837081564315	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
psmc2	Polymorphobacter	0.5930780059252502	0.003996003996003996	0.006889662062075854	0.5930780059252502	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
hcn3	Polymorphobacter	0.5876650981534124	0.003996003996003996	0.006889662062075854	0.5876650981534124	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
klhl36	Longivirga	0.5833312760369942	9.99000999000999e-4	0.003842311534619227	0.5833312760369942	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
chchd4a	Legionella	-0.5764620509965941	0.004995004995004995	0.008188532778696713	0.5764620509965941	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
aagab	Rubrivivax	0.5682181497533093	9.99000999000999e-4	0.003842311534619227	0.5682181497533093	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
usp38	Rubrivivax	0.5620939794104997	9.99000999000999e-4	0.003842311534619227	0.5620939794104997	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
zgc:162200	Rubrivivax	0.5444841382937657	9.99000999000999e-4	0.003842311534619227	0.5444841382937657	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
zcchc14	Pseudoxanthomonas	-0.5440176697656871	0.007992007992007992	0.011417154274297132	0.5440176697656871	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
dnaaf5	Legionella	-0.543989357918559	0.001998001998001998	0.0047571476142904716	0.543989357918559	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ckbb	Polymorphobacter	0.5351082764889048	9.99000999000999e-4	0.003842311534619227	0.5351082764889048	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
dnaaf5	Gemmobacter	-0.5319381487684113	0.01098901098901099	0.01485001485001485	0.5319381487684113	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
myorg	Roseicella	-0.5317767022858556	9.99000999000999e-4	0.003842311534619227	0.5317767022858556	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
myo5ab	Elstera	-0.5204321966908841	0.07892107892107893	0.08486137518395583	0.5204321966908841	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
naa40	Legionella	-0.5070539526670226	0.004995004995004995	0.008188532778696713	0.5070539526670226	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC141375644	Polymorphobacter	0.5049900029408793	9.99000999000999e-4	0.003842311534619227	0.5049900029408793	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
hs6st1a	Fluviicola	-0.495546782150334	0.005994005994005994	0.009221547683086145	0.495546782150334	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
hsd11b2	Chitinilyticum	0.47916465610618664	9.99000999000999e-4	0.003842311534619227	0.47916465610618664	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
trip13	Legionella	-0.450718290009406	0.002997002997002997	0.006376602121282972	0.450718290009406	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:dkey-174n20.1	Longivirga	0.4500859836699493	0.001998001998001998	0.0047571476142904716	0.4500859836699493	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
drosha	Polymorphobacter	0.44873346916978557	0.01898101898101898	0.023147584123193878	0.44873346916978557	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ubfd1	Rubrivivax	0.4466910744099823	9.99000999000999e-4	0.003842311534619227	0.4466910744099823	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
si:ch211-161h7.5	Reyranella	-0.4296326736590086	0.005994005994005994	0.009221547683086145	0.4296326736590086	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
pald1a	Bosea	-0.4180404120523604	0.002997002997002997	0.006376602121282972	0.4180404120523604	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
mcm9	Legionella	-0.39144108263119415	0.005994005994005994	0.009221547683086145	0.39144108263119415	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
ankdd1a	Gemmobacter	-0.3714159505169422	0.024975024975024976	0.029382382323558796	0.3714159505169422	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
LOC141376188	Aurantisolimonas	-0.3644839281251007	0.02197802197802198	0.02647954455183371	0.3644839281251007	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
zgc:162952	Polymorphobacter	0.3125755481593318	0.03496503496503497	0.04018969536210915	0.3125755481593318	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
zgc:162707	Legionella	0.20557022646563347	0.06493506493506493	0.07058159232072274	0.20557022646563347	A- T- P- vs A+ T+ P+	A- T- P-	A+ T+ P+
